trip_id,arrival_time,departure_time,stop_id,stop_sequence
R005-0-WD-010,07:58:01,07:58:01,S00075,2
R005-0-WD-010,08:01:02,08:01:02,S00076,3
R005-0-WD-010,08:04:03,08:04:03,S00077,4
R005-0-WD-010,08:07:04,08:07:04,S00078,5
R005-0-WD-010,08:10:05,08:10:05,S00079,6
R005-0-WD-010,08:13:06,08:13:06,S00080,7
R005-0-WD-010,08:16:07,08:16:07,S00081,8
R005-0-WD-010,08:19:08,08:19:08,S00082,9
R005-0-WD-010,08:21:45,08:21:45,S00083,10
R005-0-WD-011,08:10:00,08:10:00,S00074,1
R005-0-WD-011,08:13:01,08:13:01,S00075,2
R005-0-WD-011,08:16:02,08:16:02,S00076,3
R005-0-WD-011,08:19:03,08:19:03,S00077,4
R005-0-WD-011,08:22:04,08:22:04,S00078,5
R005-0-WD-011,08:25:05,08:25:05,S00079,6
R005-0-WD-011,08:28:06,08:28:06,S00080,7
R005-0-WD-011,08:31:07,08:31:07,S00081,8
R005-0-WD-011,08:34:08,08:34:08,S00082,9
R005-0-WD-011,08:36:45,08:36:45,S00083,10
R005-0-WD-012,08:25:00,08:25:00,S00074,1
R005-0-WD-012,08:28:01,08:28:01,S00075,2
R005-0-WD-012,08:31:02,08:31:02,S00076,3
R005-0-WD-012,08:34:03,08:34:03,S00077,4
R005-0-WD-012,08:37:04,08:37:04,S00078,5
R005-0-WD-012,08:40:05,08:40:05,S00079,6
R005-0-WD-012,08:43:06,08:43:06,S00080,7
R005-0-WD-012,08:46:07,08:46:07,S00081,8
R005-0-WD-012,08:49:08,08:49:08,S00082,9
R005-0-WD-012,08:51:45,08:51:45,S00083,10
R005-0-WD-013,08:40:00,08:40:00,S00074,1
R005-0-WD-013,08:43:01,08:43:01,S00075,2
R005-0-WD-013,08:46:02,08:46:02,S00076,3
R005-0-WD-013,08:49:03,08:49:03,S00077,4
R005-0-WD-013,08:52:04,08:52:04,S00078,5
R005-0-WD-013,08:55:05,08:55:05,S00079,6
R005-0-WD-013,08:58:06,08:58:06,S00080,7
R005-0-WD-013,09:01:07,09:01:07,S00081,8
R005-0-WD-013,09:04:08,09:04:08,S00082,9
R005-0-WD-013,09:06:45,09:06:45,S00083,10
R005-0-WD-014,08:55:00,08:55:00,S00074,1
R005-0-WD-014,08:58:01,08:58:01,S00075,2
R005-0-WD-014,09:01:02,09:01:02,S00076,3
R005-0-WD-014,09:04:03,09:04:03,S00077,4
R005-0-WD-014,09:07:04,09:07:04,S00078,5
R005-0-WD-014,09:10:05,09:10:05,S00079,6
R005-0-WD-014,09:13:06,09:13:06,S00080,7
R005-0-WD-014,09:16:07,09:16:07,S00081,8
R005-0-WD-014,09:19:08,09:19:08,S00082,9
R005-0-WD-014,09:21:45,09:21:45,S00083,10
R005-0-WD-015,09:10:00,09:10:00,S00074,1
R005-0-WD-015,09:13:01,09:13:01,S00075,2
R005-0-WD-015,09:16:02,09:16:02,S00076,3
R005-0-WD-015,09:19:03,09:19:03,S00077,4
R005-0-WD-015,09:22:04,09:22:04,S00078,5
R005-0-WD-015,09:25:05,09:25:05,S00079,6
R005-0-WD-015,09:28:06,09:28:06,S00080,7
R005-0-WD-015,09:31:07,09:31:07,S00081,8
R005-0-WD-015,09:34:08,09:34:08,S00082,9
R005-0-WD-015,09:36:45,09:36:45,S00083,10
R005-0-WD-016,09:40:00,09:40:00,S00074,1
R005-0-WD-016,09:43:01,09:43:01,S00075,2
R005-0-WD-016,09:46:02,09:46:02,S00076,3
R005-0-WD-016,09:49:03,09:49:03,S00077,4
R005-0-WD-016,09:52:04,09:52:04,S00078,5
R005-0-WD-016,09:55:05,09:55:05,S00079,6
R005-0-WD-016,09:58:06,09:58:06,S00080,7
R005-0-WD-016,10:01:07,10:01:07,S00081,8
R005-0-WD-016,10:04:08,10:04:08,S00082,9
R005-0-WD-016,10:06:45,10:06:45,S00083,10
R005-0-WD-017,10:10:00,10:10:00,S00074,1
R005-0-WD-017,10:13:01,10:13:01,S00075,2
R005-0-WD-017,10:16:02,10:16:02,S00076,3
R005-0-WD-017,10:19:03,10:19:03,S00077,4
R005-0-WD-017,10:22:04,10:22:04,S00078,5
R005-0-WD-017,10:25:05,10:25:05,S00079,6
R005-0-WD-017,10:28:06,10:28:06,S00080,7
R005-0-WD-017,10:31:07,10:31:07,S00081,8
R005-0-WD-017,10:34:08,10:34:08,S00082,9
R005-0-WD-017,10:36:45,10:36:45,S00083,10
R005-0-WD-018,10:40:00,10:40:00,S00074,1
R005-0-WD-018,10:43:01,10:43:01,S00075,2
R005-0-WD-018,10:46:02,10:46:02,S00076,3
R005-0-WD-018,10:49:03,10:49:03,S00077,4
R005-0-WD-018,10:52:04,10:52:04,S00078,5
R005-0-WD-018,10:55:05,10:55:05,S00079,6
R005-0-WD-018,10:58:06,10:58:06,S00080,7
R005-0-WD-018,11:01:07,11:01:07,S00081,8
R005-0-WD-018,11:04:08,11:04:08,S00082,9
R005-0-WD-018,11:06:45,11:06:45,S00083,10
R005-0-WD-019,11:10:00,11:10:00,S00074,1
R005-0-WD-019,11:13:01,11:13:01,S00075,2
R005-0-WD-019,11:16:02,11:16:02,S00076,3
R005-0-WD-019,11:19:03,11:19:03,S00077,4
R005-0-WD-019,11:22:04,11:22:04,S00078,5
R005-0-WD-019,11:25:05,11:25:05,S00079,6
R005-0-WD-019,11:28:06,11:28:06,S00080,7
R005-0-WD-019,11:31:07,11:31:07,S00081,8
R005-0-WD-019,11:34:08,11:34:08,S00082,9
R005-0-WD-019,11:36:45,11:36:45,S00083,10
R005-0-WD-020,11:40:00,11:40:00,S00074,1
R005-0-WD-020,11:43:01,11:43:01,S00075,2
R005-0-WD-020,11:46:02,11:46:02,S00076,3
R005-0-WD-020,11:49:03,11:49:03,S00077,4
R005-0-WD-020,11:52:04,11:52:04,S00078,5
R005-0-WD-020,11:55:05,11:55:05,S00079,6
R005-0-WD-020,11:58:06,11:58:06,S00080,7
R005-0-WD-020,12:01:07,12:01:07,S00081,8
R005-0-WD-020,12:04:08,12:04:08,S00082,9
R005-0-WD-020,12:06:45,12:06:45,S00083,10
R005-0-WD-021,12:10:00,12:10:00,S00074,1
R005-0-WD-021,12:13:01,12:13:01,S00075,2
R005-0-WD-021,12:16:02,12:16:02,S00076,3
R005-0-WD-021,12:19:03,12:19:03,S00077,4
R005-0-WD-021,12:22:04,12:22:04,S00078,5
R005-0-WD-021,12:25:05,12:25:05,S00079,6
R005-0-WD-021,12:28:06,12:28:06,S00080,7
R005-0-WD-021,12:31:07,12:31:07,S00081,8
R005-0-WD-021,12:34:08,12:34:08,S00082,9
R005-0-WD-021,12:36:45,12:36:45,S00083,10
R005-0-WD-022,12:40:00,12:40:00,S00074,1
R005-0-WD-022,12:43:01,12:43:01,S00075,2
R005-0-WD-022,12:46:02,12:46:02,S00076,3
R005-0-WD-022,12:49:03,12:49:03,S00077,4
R005-0-WD-022,12:52:04,12:52:04,S00078,5
R005-0-WD-022,12:55:05,12:55:05,S00079,6
R005-0-WD-022,12:58:06,12:58:06,S00080,7
R005-0-WD-022,13:01:07,13:01:07,S00081,8
R005-0-WD-022,13:04:08,13:04:08,S00082,9
R005-0-WD-022,13:06:45,13:06:45,S00083,10
R005-0-WD-023,13:10:00,13:10:00,S00074,1
R005-0-WD-023,13:13:01,13:13:01,S00075,2
R005-0-WD-023,13:16:02,13:16:02,S00076,3
R005-0-WD-023,13:19:03,13:19:03,S00077,4
R005-0-WD-023,13:22:04,13:22:04,S00078,5
R005-0-WD-023,13:25:05,13:25:05,S00079,6
R005-0-WD-023,13:28:06,13:28:06,S00080,7
R005-0-WD-023,13:31:07,13:31:07,S00081,8
R005-0-WD-023,13:34:08,13:34:08,S00082,9
R005-0-WD-023,13:36:45,13:36:45,S00083,10
R005-0-WD-024,13:40:00,13:40:00,S00074,1
R005-0-WD-024,13:43:01,13:43:01,S00075,2
R005-0-WD-024,13:46:02,13:46:02,S00076,3
R005-0-WD-024,13:49:03,13:49:03,S00077,4
R005-0-WD-024,13:52:04,13:52:04,S00078,5
R005-0-WD-024,13:55:05,13:55:05,S00079,6
R005-0-WD-024,13:58:06,13:58:06,S00080,7
R005-0-WD-024,14:01:07,14:01:07,S00081,8
R005-0-WD-024,14:04:08,14:04:08,S00082,9
R005-0-WD-024,14:06:45,14:06:45,S00083,10
R005-0-WD-025,14:10:00,14:10:00,S00074,1
R005-0-WD-025,14:13:01,14:13:01,S00075,2
R005-0-WD-025,14:16:02,14:16:02,S00076,3
R005-0-WD-025,14:19:03,14:19:03,S00077,4
R005-0-WD-025,14:22:04,14:22:04,S00078,5
R005-0-WD-025,14:25:05,14:25:05,S00079,6
R005-0-WD-025,14:28:06,14:28:06,S00080,7
R005-0-WD-025,14:31:07,14:31:07,S00081,8
R005-0-WD-025,14:34:08,14:34:08,S00082,9
R005-0-WD-025,14:36:45,14:36:45,S00083,10
R005-0-WD-026,14:40:00,14:40:00,S00074,1
R005-0-WD-026,14:43:01,14:43:01,S00075,2
R005-0-WD-026,14:46:02,14:46:02,S00076,3
R005-0-WD-026,14:49:03,14:49:03,S00077,4
R005-0-WD-026,14:52:04,14:52:04,S00078,5
R005-0-WD-026,14:55:05,14:55:05,S00079,6
R005-0-WD-026,14:58:06,14:58:06,S00080,7
R005-0-WD-026,15:01:07,15:01:07,S00081,8
R005-0-WD-026,15:04:08,15:04:08,S00082,9
R005-0-WD-026,15:06:45,15:06:45,S00083,10
R005-0-WD-027,15:10:00,15:10:00,S00074,1
R005-0-WD-027,15:13:01,15:13:01,S00075,2
R005-0-WD-027,15:16:02,15:16:02,S00076,3
R005-0-WD-027,15:19:03,15:19:03,S00077,4
R005-0-WD-027,15:22:04,15:22:04,S00078,5
R005-0-WD-027,15:25:05,15:25:05,S00079,6
R005-0-WD-027,15:28:06,15:28:06,S00080,7
R005-0-WD-027,15:31:07,15:31:07,S00081,8
R005-0-WD-027,15:34:08,15:34:08,S00082,9
R005-0-WD-027,15:36:45,15:36:45,S00083,10
R005-0-WD-028,15:40:00,15:40:00,S00074,1
R005-0-WD-028,15:43:01,15:43:01,S00075,2
R005-0-WD-028,15:46:02,15:46:02,S00076,3
R005-0-WD-028,15:49:03,15:49:03,S00077,4
R005-0-WD-028,15:52:04,15:52:04,S00078,5
R005-0-WD-028,15:55:05,15:55:05,S00079,6
R005-0-WD-028,15:58:06,15:58:06,S00080,7
R005-0-WD-028,16:01:07,16:01:07,S00081,8
R005-0-WD-028,16:04:08,16:04:08,S00082,9
R005-0-WD-028,16:06:45,16:06:45,S00083,10
R005-0-WD-029,16:10:00,16:10:00,S00074,1
R005-0-WD-029,16:13:01,16:13:01,S00075,2
R005-0-WD-029,16:16:02,16:16:02,S00076,3
R005-0-WD-029,16:19:03,16:19:03,S00077,4
R005-0-WD-029,16:22:04,16:22:04,S00078,5
R005-0-WD-029,16:25:05,16:25:05,S00079,6
R005-0-WD-029,16:28:06,16:28:06,S00080,7
R005-0-WD-029,16:31:07,16:31:07,S00081,8
R005-0-WD-029,16:34:08,16:34:08,S00082,9
R005-0-WD-029,16:36:45,16:36:45,S00083,10
R005-0-WD-030,16:25:00,16:25:00,S00074,1
R005-0-WD-030,16:28:01,16:28:01,S00075,2
R005-0-WD-030,16:31:02,16:31:02,S00076,3
R005-0-WD-030,16:34:03,16:34:03,S00077,4
R005-0-WD-030,16:37:04,16:37:04,S00078,5
R005-0-WD-030,16:40:05,16:40:05,S00079,6
R005-0-WD-030,16:43:06,16:43:06,S00080,7
R005-0-WD-030,16:46:07,16:46:07,S00081,8
R005-0-WD-030,16:49:08,16:49:08,S00082,9
R005-0-WD-030,16:51:45,16:51:45,S00083,10
R005-0-WD-031,16:40:00,16:40:00,S00074,1
R005-0-WD-031,16:43:01,16:43:01,S00075,2
R005-0-WD-031,16:46:02,16:46:02,S00076,3
R005-0-WD-031,16:49:03,16:49:03,S00077,4
R005-0-WD-031,16:52:04,16:52:04,S00078,5
R005-0-WD-031,16:55:05,16:55:05,S00079,6
R005-0-WD-031,16:58:06,16:58:06,S00080,7
R005-0-WD-031,17:01:07,17:01:07,S00081,8
R005-0-WD-031,17:04:08,17:04:08,S00082,9
R005-0-WD-031,17:06:45,17:06:45,S00083,10
R005-0-WD-032,16:55:00,16:55:00,S00074,1
R005-0-WD-032,16:58:01,16:58:01,S00075,2
R005-0-WD-032,17:01:02,17:01:02,S00076,3
R005-0-WD-032,17:04:03,17:04:03,S00077,4
R005-0-WD-032,17:07:04,17:07:04,S00078,5
R005-0-WD-032,17:10:05,17:10:05,S00079,6
R005-0-WD-032,17:13:06,17:13:06,S00080,7
R005-0-WD-032,17:16:07,17:16:07,S00081,8
R005-0-WD-032,17:19:08,17:19:08,S00082,9
R005-0-WD-032,17:21:45,17:21:45,S00083,10
R005-0-WD-033,17:10:00,17:10:00,S00074,1
R005-0-WD-033,17:13:01,17:13:01,S00075,2
R005-0-WD-033,17:16:02,17:16:02,S00076,3
R005-0-WD-033,17:19:03,17:19:03,S00077,4
R005-0-WD-033,17:22:04,17:22:04,S00078,5
R005-0-WD-033,17:25:05,17:25:05,S00079,6
R005-0-WD-033,17:28:06,17:28:06,S00080,7
R005-0-WD-033,17:31:07,17:31:07,S00081,8
R005-0-WD-033,17:34:08,17:34:08,S00082,9
R005-0-WD-033,17:36:45,17:36:45,S00083,10
R005-0-WD-034,17:25:00,17:25:00,S00074,1
R005-0-WD-034,17:28:01,17:28:01,S00075,2
R005-0-WD-034,17:31:02,17:31:02,S00076,3
R005-0-WD-034,17:34:03,17:34:03,S00077,4
R005-0-WD-034,17:37:04,17:37:04,S00078,5
R005-0-WD-034,17:40:05,17:40:05,S00079,6
R005-0-WD-034,17:43:06,17:43:06,S00080,7
R005-0-WD-034,17:46:07,17:46:07,S00081,8
R005-0-WD-034,17:49:08,17:49:08,S00082,9
R005-0-WD-034,17:51:45,17:51:45,S00083,10
R005-0-WD-035,17:40:00,17:40:00,S00074,1
R005-0-WD-035,17:43:01,17:43:01,S00075,2
R005-0-WD-035,17:46:02,17:46:02,S00076,3
R005-0-WD-035,17:49:03,17:49:03,S00077,4
R005-0-WD-035,17:52:04,17:52:04,S00078,5
R005-0-WD-035,17:55:05,17:55:05,S00079,6
R005-0-WD-035,17:58:06,17:58:06,S00080,7
R005-0-WD-035,18:01:07,18:01:07,S00081,8
R005-0-WD-035,18:04:08,18:04:08,S00082,9
R005-0-WD-035,18:06:45,18:06:45,S00083,10
R005-0-WD-036,17:55:00,17:55:00,S00074,1
R005-0-WD-036,17:58:01,17:58:01,S00075,2
R005-0-WD-036,18:01:02,18:01:02,S00076,3
R005-0-WD-036,18:04:03,18:04:03,S00077,4
R005-0-WD-036,18:07:04,18:07:04,S00078,5
R005-0-WD-036,18:10:05,18:10:05,S00079,6
R005-0-WD-036,18:13:06,18:13:06,S00080,7
R005-0-WD-036,18:16:07,18:16:07,S00081,8
R005-0-WD-036,18:19:08,18:19:08,S00082,9
R005-0-WD-036,18:21:45,18:21:45,S00083,10
R005-0-WD-037,18:10:00,18:10:00,S00074,1
R005-0-WD-037,18:13:01,18:13:01,S00075,2
R005-0-WD-037,18:16:02,18:16:02,S00076,3
R005-0-WD-037,18:19:03,18:19:03,S00077,4
R005-0-WD-037,18:22:04,18:22:04,S00078,5
R005-0-WD-037,18:25:05,18:25:05,S00079,6
R005-0-WD-037,18:28:06,18:28:06,S00080,7
R005-0-WD-037,18:31:07,18:31:07,S00081,8
R005-0-WD-037,18:34:08,18:34:08,S00082,9
R005-0-WD-037,18:36:45,18:36:45,S00083,10
R005-0-WD-038,18:25:00,18:25:00,S00074,1
R005-0-WD-038,18:28:01,18:28:01,S00075,2
R005-0-WD-038,18:31:02,18:31:02,S00076,3
R005-0-WD-038,18:34:03,18:34:03,S00077,4
R005-0-WD-038,18:37:04,18:37:04,S00078,5
R005-0-WD-038,18:40:05,18:40:05,S00079,6
R005-0-WD-038,18:43:06,18:43:06,S00080,7
R005-0-WD-038,18:46:07,18:46:07,S00081,8
R005-0-WD-038,18:49:08,18:49:08,S00082,9
R005-0-WD-038,18:51:45,18:51:45,S00083,10
R005-0-WD-039,18:40:00,18:40:00,S00074,1
R005-0-WD-039,18:43:01,18:43:01,S00075,2
R005-0-WD-039,18:46:02,18:46:02,S00076,3
R005-0-WD-039,18:49:03,18:49:03,S00077,4
R005-0-WD-039,18:52:04,18:52:04,S00078,5
R005-0-WD-039,18:55:05,18:55:05,S00079,6
R005-0-WD-039,18:58:06,18:58:06,S00080,7
R005-0-WD-039,19:01:07,19:01:07,S00081,8
R005-0-WD-039,19:04:08,19:04:08,S00082,9
R005-0-WD-039,19:06:45,19:06:45,S00083,10
R005-0-WD-040,18:55:00,18:55:00,S00074,1
R005-0-WD-040,18:58:01,18:58:01,S00075,2
R005-0-WD-040,19:01:02,19:01:02,S00076,3
R005-0-WD-040,19:04:03,19:04:03,S00077,4
R005-0-WD-040,19:07:04,19:07:04,S00078,5
R005-0-WD-040,19:10:05,19:10:05,S00079,6
R005-0-WD-040,19:13:06,19:13:06,S00080,7
R005-0-WD-040,19:16:07,19:16:07,S00081,8
R005-0-WD-040,19:19:08,19:19:08,S00082,9
R005-0-WD-040,19:21:45,19:21:45,S00083,10
R005-0-WD-041,19:10:00,19:10:00,S00074,1
R005-0-WD-041,19:13:01,19:13:01,S00075,2
R005-0-WD-041,19:16:02,19:16:02,S00076,3
R005-0-WD-041,19:19:03,19:19:03,S00077,4
R005-0-WD-041,19:22:04,19:22:04,S00078,5
R005-0-WD-041,19:25:05,19:25:05,S00079,6
R005-0-WD-041,19:28:06,19:28:06,S00080,7
R005-0-WD-041,19:31:07,19:31:07,S00081,8
R005-0-WD-041,19:34:08,19:34:08,S00082,9
R005-0-WD-041,19:36:45,19:36:45,S00083,10
R005-0-WD-042,19:40:00,19:40:00,S00074,1
R005-0-WD-042,19:43:01,19:43:01,S00075,2
R005-0-WD-042,19:46:02,19:46:02,S00076,3
R005-0-WD-042,19:49:03,19:49:03,S00077,4
R005-0-WD-042,19:52:04,19:52:04,S00078,5
R005-0-WD-042,19:55:05,19:55:05,S00079,6
R005-0-WD-042,19:58:06,19:58:06,S00080,7
R005-0-WD-042,20:01:07,20:01:07,S00081,8
R005-0-WD-042,20:04:08,20:04:08,S00082,9
R005-0-WD-042,20:06:45,20:06:45,S00083,10
R005-0-WD-043,20:10:00,20:10:00,S00074,1
R005-0-WD-043,20:13:01,20:13:01,S00075,2
R005-0-WD-043,20:16:02,20:16:02,S00076,3
R005-0-WD-043,20:19:03,20:19:03,S00077,4
R005-0-WD-043,20:22:04,20:22:04,S00078,5
R005-0-WD-043,20:25:05,20:25:05,S00079,6
R005-0-WD-043,20:28:06,20:28:06,S00080,7
R005-0-WD-043,20:31:07,20:31:07,S00081,8
R005-0-WD-043,20:34:08,20:34:08,S00082,9
R005-0-WD-043,20:36:45,20:36:45,S00083,10
R005-0-WD-044,20:40:00,20:40:00,S00074,1
R005-0-WD-044,20:43:01,20:43:01,S00075,2
R005-0-WD-044,20:46:02,20:46:02,S00076,3
R005-0-WD-044,20:49:03,20:49:03,S00077,4
R005-0-WD-044,20:52:04,20:52:04,S00078,5
R005-0-WD-044,20:55:05,20:55:05,S00079,6
R005-0-WD-044,20:58:06,20:58:06,S00080,7
R005-0-WD-044,21:01:07,21:01:07,S00081,8
R005-0-WD-044,21:04:08,21:04:08,S00082,9
R005-0-WD-044,21:06:45,21:06:45,S00083,10
R005-0-WD-045,21:10:00,21:10:00,S00074,1
R005-0-WD-045,21:13:01,21:13:01,S00075,2
R005-0-WD-045,21:16:02,21:16:02,S00076,3
R005-0-WD-045,21:19:03,21:19:03,S00077,4
R005-0-WD-045,21:22:04,21:22:04,S00078,5
R005-0-WD-045,21:25:05,21:25:05,S00079,6
R005-0-WD-045,21:28:06,21:28:06,S00080,7
R005-0-WD-045,21:31:07,21:31:07,S00081,8
R005-0-WD-045,21:34:08,21:34:08,S00082,9
R005-0-WD-045,21:36:45,21:36:45,S00083,10
R005-0-WD-046,21:40:00,21:40:00,S00074,1
R005-0-WD-046,21:43:01,21:43:01,S00075,2
R005-0-WD-046,21:46:02,21:46:02,S00076,3
R005-0-WD-046,21:49:03,21:49:03,S00077,4
R005-0-WD-046,21:52:04,21:52:04,S00078,5
R005-0-WD-046,21:55:05,21:55:05,S00079,6
R005-0-WD-046,21:58:06,21:58:06,S00080,7
R005-0-WD-046,22:01:07,22:01:07,S00081,8
R005-0-WD-046,22:04:08,22:04:08,S00082,9
R005-0-WD-046,22:06:45,22:06:45,S00083,10
R005-0-WD-047,22:10:00,22:10:00,S00074,1
R005-0-WD-047,22:13:01,22:13:01,S00075,2
R005-0-WD-047,22:16:02,22:16:02,S00076,3
R005-0-WD-047,22:19:03,22:19:03,S00077,4
R005-0-WD-047,22:22:04,22:22:04,S00078,5
R005-0-WD-047,22:25:05,22:25:05,S00079,6
R005-0-WD-047,22:28:06,22:28:06,S00080,7
R005-0-WD-047,22:31:07,22:31:07,S00081,8
R005-0-WD-047,22:34:08,22:34:08,S00082,9
R005-0-WD-047,22:36:45,22:36:45,S00083,10
R005-0-WD-048,22:40:00,22:40:00,S00074,1
R005-0-WD-048,22:43:01,22:43:01,S00075,2
R005-0-WD-048,22:46:02,22:46:02,S00076,3
R005-0-WD-048,22:49:03,22:49:03,S00077,4
R005-0-WD-048,22:52:04,22:52:04,S00078,5
R005-0-WD-048,22:55:05,22:55:05,S00079,6
R005-0-WD-048,22:58:06,22:58:06,S00080,7
R005-0-WD-048,23:01:07,23:01:07,S00081,8
R005-0-WD-048,23:04:08,23:04:08,S00082,9
R005-0-WD-048,23:06:45,23:06:45,S00083,10
R005-0-WD-049,23:10:00,23:10:00,S00074,1
R005-0-WD-049,23:13:01,23:13:01,S00075,2
R005-0-WD-049,23:16:02,23:16:02,S00076,3
R005-0-WD-049,23:19:03,23:19:03,S00077,4
R005-0-WD-049,23:22:04,23:22:04,S00078,5
R005-0-WD-049,23:25:05,23:25:05,S00079,6
R005-0-WD-049,23:28:06,23:28:06,S00080,7
R005-0-WD-049,23:31:07,23:31:07,S00081,8
R005-0-WD-049,23:34:08,23:34:08,S00082,9
R005-0-WD-049,23:36:45,23:36:45,S00083,10
R005-0-WD-050,23:40:00,23:40:00,S00074,1
R005-0-WD-050,23:43:01,23:43:01,S00075,2
R005-0-WD-050,23:46:02,23:46:02,S00076,3
R005-0-WD-050,23:49:03,23:49:03,S00077,4
R005-0-WD-050,23:52:04,23:52:04,S00078,5
R005-0-WD-050,23:55:05,23:55:05,S00079,6
R005-0-WD-050,23:58:06,23:58:06,S00080,7
R005-0-WD-050,24:01:07,24:01:07,S00081,8
R005-0-WD-050,24:04:08,24:04:08,S00082,9
R005-0-WD-050,24:06:45,24:06:45,S00083,10
R005-1-WD-001,05:14:00,05:14:00,S00083,1
R005-1-WD-001,05:16:37,05:16:37,S00082,2
R005-1-WD-001,05:19:38,05:19:38,S00081,3
R005-1-WD-001,05:22:39,05:22:39,S00080,4
R005-1-WD-001,05:25:40,05:25:40,S00079,5
R005-1-WD-001,05:28:41,05:28:41,S00078,6
R005-1-WD-001,05:31:42,05:31:42,S00077,7
R005-1-WD-001,05:34:43,05:34:43,S00076,8
R005-1-WD-001,05:37:44,05:37:44,S00075,9
R005-1-WD-001,05:40:45,05:40:45,S00074,10
R005-1-WD-002,05:44:00,05:44:00,S00083,1
R005-1-WD-002,05:46:37,05:46:37,S00082,2
R005-1-WD-002,05:49:38,05:49:38,S00081,3
R005-1-WD-002,05:52:39,05:52:39,S00080,4
R005-1-WD-002,05:55:40,05:55:40,S00079,5
R005-1-WD-002,05:58:41,05:58:41,S00078,6
R005-1-WD-002,06:01:42,06:01:42,S00077,7
R005-1-WD-002,06:04:43,06:04:43,S00076,8
R005-1-WD-002,06:07:44,06:07:44,S00075,9
R005-1-WD-002,06:10:45,06:10:45,S00074,10
R005-1-WD-003,06:14:00,06:14:00,S00083,1
R005-1-WD-003,06:16:37,06:16:37,S00082,2
R005-1-WD-003,06:19:38,06:19:38,S00081,3
R005-1-WD-003,06:22:39,06:22:39,S00080,4
R005-1-WD-003,06:25:40,06:25:40,S00079,5
R005-1-WD-003,06:28:41,06:28:41,S00078,6
R005-1-WD-003,06:31:42,06:31:42,S00077,7
R005-1-WD-003,06:34:43,06:34:43,S00076,8
R005-1-WD-003,06:37:44,06:37:44,S00075,9
R005-1-WD-003,06:40:45,06:40:45,S00074,10
R005-1-WD-004,06:29:00,06:29:00,S00083,1
R005-1-WD-004,06:31:37,06:31:37,S00082,2
R005-1-WD-004,06:34:38,06:34:38,S00081,3
R005-1-WD-004,06:37:39,06:37:39,S00080,4
R005-1-WD-004,06:40:40,06:40:40,S00079,5
R005-1-WD-004,06:43:41,06:43:41,S00078,6
R005-1-WD-004,06:46:42,06:46:42,S00077,7
R005-1-WD-004,06:49:43,06:49:43,S00076,8
R005-1-WD-004,06:52:44,06:52:44,S00075,9
R005-1-WD-004,06:55:45,06:55:45,S00074,10
R005-1-WD-005,06:44:00,06:44:00,S00083,1
R005-1-WD-005,06:46:37,06:46:37,S00082,2
R005-1-WD-005,06:49:38,06:49:38,S00081,3
R005-1-WD-005,06:52:39,06:52:39,S00080,4
R005-1-WD-005,06:55:40,06:55:40,S00079,5
R005-1-WD-005,06:58:41,06:58:41,S00078,6
R005-1-WD-005,07:01:42,07:01:42,S00077,7
R005-1-WD-005,07:04:43,07:04:43,S00076,8
R005-1-WD-005,07:07:44,07:07:44,S00075,9
R005-1-WD-005,07:10:45,07:10:45,S00074,10
R005-1-WD-006,06:59:00,06:59:00,S00083,1
R005-1-WD-006,07:01:37,07:01:37,S00082,2
R005-1-WD-006,07:04:38,07:04:38,S00081,3
R005-1-WD-006,07:07:39,07:07:39,S00080,4
R005-1-WD-006,07:10:40,07:10:40,S00079,5
R005-1-WD-006,07:13:41,07:13:41,S00078,6
R005-1-WD-006,07:16:42,07:16:42,S00077,7
R005-1-WD-006,07:19:43,07:19:43,S00076,8
R005-1-WD-006,07:22:44,07:22:44,S00075,9
R005-1-WD-006,07:25:45,07:25:45,S00074,10
R005-1-WD-007,07:14:00,07:14:00,S00083,1
R005-1-WD-007,07:16:37,07:16:37,S00082,2
R005-1-WD-007,07:19:38,07:19:38,S00081,3
R005-1-WD-007,07:22:39,07:22:39,S00080,4
R005-1-WD-007,07:25:40,07:25:40,S00079,5
R005-1-WD-007,07:28:41,07:28:41,S00078,6
R005-1-WD-007,07:31:42,07:31:42,S00077,7
R005-1-WD-007,07:34:43,07:34:43,S00076,8
R005-1-WD-007,07:37:44,07:37:44,S00075,9
R005-1-WD-007,07:40:45,07:40:45,S00074,10
R005-1-WD-008,07:29:00,07:29:00,S00083,1
R005-1-WD-008,07:31:37,07:31:37,S00082,2
R005-1-WD-008,07:34:38,07:34:38,S00081,3
R005-1-WD-008,07:37:39,07:37:39,S00080,4
R005-1-WD-008,07:40:40,07:40:40,S00079,5
R005-1-WD-008,07:43:41,07:43:41,S00078,6
R005-1-WD-008,07:46:42,07:46:42,S00077,7
R005-1-WD-008,07:49:43,07:49:43,S00076,8
R005-1-WD-008,07:52:44,07:52:44,S00075,9
R005-1-WD-008,07:55:45,07:55:45,S00074,10
R005-1-WD-009,07:44:00,07:44:00,S00083,1
R005-1-WD-009,07:46:37,07:46:37,S00082,2
R005-1-WD-009,07:49:38,07:49:38,S00081,3
R005-1-WD-009,07:52:39,07:52:39,S00080,4
R005-1-WD-009,07:55:40,07:55:40,S00079,5
R005-1-WD-009,07:58:41,07:58:41,S00078,6
R005-1-WD-009,08:01:42,08:01:42,S00077,7
R005-1-WD-009,08:04:43,08:04:43,S00076,8
R005-1-WD-009,08:07:44,08:07:44,S00075,9
R005-1-WD-009,08:10:45,08:10:45,S00074,10
